"","form","lemma"
"86096","sium","wisan"
"86097","bimait","bi-maitan"
"86098","bimait","bimait"
"86099","bimait","bimait"
"86100","weis","ik"
"86101","ahmin","ahma"
"86102","guda","guş"
"86103","guda","guş"
"86104","guda","guş"
"86105","skalkinondans","skalkinon"
"86106","skalkinondans","skalkinon"
"86107","jah","jah"
"86108","<U+0195>opandans","<U+0195>opan"
"86109","<U+0195>opandans","<U+0195>opan"
"86110","in","in"
"86111","Xristau","Xristus"
"86112","Iesu","Iesus"
"86113","Iesu","Iesus"
"86114","Iesu","Iesus"
"86115","in","in"
"86116","leika","leik"
"86117","leika","leik"
"86118","leika","leikan"
"86119","leika","leik"
"86120","gatrauam","ga-trauan"
"86121","gatrauam","ga-trauan"
"86122","aşşan","aşşan"
"86123","weis","ik"
"86124","sijum","wisan"
"86125","bimait","bimait"
"86126","bimait","bimait"
"86127","bimait","bi-maitan"
"86128","weis","ik"
"86129","ahmin","ahma"
"86130","guda","guş"
"86131","guda","guş"
"86132","guda","guş"
"86133","skalkinondans","skalkinon"
"86134","skalkinondans","skalkinon"
"86135","jah","jah"
"86136","<U+0195>opandans","<U+0195>opan"
"86137","<U+0195>opandans","<U+0195>opan"
"86138","in","in"
"86139","Xristau","Xristus"
"86140","Iesu","Iesus"
"86141","Iesu","Iesus"
"86142","Iesu","Iesus"
"86143","jah","jah"
"86144","ni","ni"
"86145","in","in"
"86146","leika","leik"
"86147","leika","leik"
"86148","leika","leikan"
"86149","leika","leik"
"86150","gatrauam","ga-trauan"
"86151","gatrauam","ga-trauan"
"86152","jah","jah"
"86153","şan","şan"
"86154","şan","şan"
"86155","şan","şan"
"86156","ik","ik"
"86157","habands","haban"
"86158","trauain","trauains"
"86159","jah","jah"
"86160","in","in"
"86161","leika","leikan"
"86162","leika","leik"
"86163","leika","leik"
"86164","leika","leik"
"86165","jabai","jabai"
"86166","<U+0195>as","<U+0195>as"
"86167","anşar","anşar"
"86168","anşar","anşar"
"86169","anşar","anşar"
"86170","şugkeiş","şugkjan"
"86171","şugkeiş","şugkjan"
"86172","şugkeiş","şugkjan"
"86173","trauan","trauan"
"86174","in","in"
"86175","leika","leik"
"86176","leika","leik"
"86177","leika","leikan"
"86178","leika","leik"
"86179","ik","ik"
"86180","mais","mais"
"86181","jah","jah"
"86182","şan","şan"
"86183","şan","şan"
"86184","şan","şan"
"86185","ik","ik"
"86186","habands","haban"
"86187","trauain","trauains"
"86188","jah","jah"
"86189","in","in"
"86190","leika","leik"
"86191","leika","leikan"
"86192","leika","leik"
"86193","leika","leik"
"86194","jabai","jabai"
"86195","<U+0195>as","<U+0195>as"
"86196","anşar","anşar"
"86197","anşar","anşar"
"86198","anşar","anşar"
"86199","şugkeiş","şugkjan"
"86200","şugkeiş","şugkjan"
"86201","şugkeiş","şugkjan"
"86202","trauan","trauan"
"86203","in","in"
"86204","leika","leikan"
"86205","leika","leik"
"86206","leika","leik"
"86207","leika","leik"
"86208","ik","ik"
"86209","mais","mais"
"86210","bimait","bimait"
"86211","bimait","bi-maitan"
"86212","bimait","bimait"
"86213","ahtaudogs","ahtaudogs"
"86214","us","us"
"86215","knodai","knodai"
"86216","Israelis","Israel"
"86217","kunjis","kuni"
"86218","Bainiameinis","Bainiamein"
"86219","Haibraius","Haibraius"
"86220","us","us"
"86221","Haibraium","Haibraius"
"86222","bi","bi"
"86223","witoda","witoş"
"86224","witoda","witoş"
"86225","witoda","witoş"
"86226","Fareisaius","Fareisaius"
"86227","bimait","bi-maitan"
"86228","bimait","bimait"
"86229","bimait","bimait"
"86230","ahtaudogs","ahtaudogs"
"86231","us","us"
"86232","knodai","knodai"
"86233","Israelis","Israel"
"86234","kunjis","kuni"
"86235","Baineiameinis","Bainiamein"
"86236","Haibraius","Haibraius"
"86237","us","us"
"86238","Haibraium","Haibraius"
"86239","bi","bi"
"86240","witoda","witoş"
"86241","witoda","witoş"
"86242","witoda","witoş"
"86243","Fareisaius","Fareisaius"
"86244","bi","bi"
"86245","aljana","aljan"
"86246","aljana","aljan"
"86247","aljana","aljan"
"86248","aljana","aljis"
"86249","wrakjands","wrakjan"
"86250","aikklesjon","aikklesjo"
"86251","aikklesjon","aikklesjo"
"86252","bi","bi"
"86253","garaihtein","garaihtei"
"86254","garaihtein","garaihtei"
"86255","garaihtein","garaihteins"
"86256","şizai","sa"
"86257","sei","izei"
"86258","in","in"
"86259","witoda","witoş"
"86260","witoda","witoş"
"86261","witoda","witoş"
"86262","ist","wisan"
"86263","wisands","wisan"
"86264","wisands","wisan"
"86265","wisands","wisan"
"86266","usfairina","usfairina"
"86267","bi","bi"
"86268","aljana","aljan"
"86269","aljana","aljan"
"86270","aljana","aljan"
"86271","aljana","aljis"
"86272","wrakjands","wrakjan"
"86273","aikklesjon","aikklesjo"
"86274","aikklesjon","aikklesjo"
"86275","bi","bi"
"86276","garaihtein","garaihtei"
"86277","garaihtein","garaihtei"
"86278","garaihtein","garaihteins"
"86279","şizai","sa"
"86280","sei","izei"
"86281","in","in"
"86282","witoda","witoş"
"86283","witoda","witoş"
"86284","witoda","witoş"
"86285","ist","wisan"
"86286","wisands","wisan"
"86287","wisands","wisan"
"86288","wisands","wisan"
"86289","usfairina","usfairina"
"86290","akei","akei"
"86291","şatei","şatei"
"86292","şatei","saei"
"86293","şatei","saei"
"86294","was","wisan"
"86295","was","wisan"
"86296","was","wisan"
"86297","was","wisan"
"86298","was","wisan"
"86299","was","wisan"
"86300","mis","ik"
"86301","gawaurki","gawaurki"
"86302","gawaurki","gawaurki"
"86303","şatuh","sah"
"86304","şatuh","sah"
"86305","rahnida","rahnjan"
"86306","rahnida","rahnjan"
"86307","rahnida","rahnjan"
"86308","rahnida","rahnjan"
"86309","rahnida","rahnjan"
"86310","rahnida","rahnjan"
"86311","rahnida","rahnjan"
"86312","in","in"
"86313","Xristaus","Xristus"
"86314","sleişa","sleişa"
"86315","sleişa","sleişa"
"86316","wisan","wisan"
"86317","wisan","wisan"
"86318","wisan","wisan"
"86319","wisan","wisan"
"86320","wisan","wisan"
"86321","wisan","wisan"
"86322","wisan","wisan"
"86323","akei","akei"
"86324","şatei","saei"
"86325","şatei","saei"
"86326","şatei","şatei"
"86327","was","wisan"
"86328","was","wisan"
"86329","was","wisan"
"86330","was","wisan"
"86331","was","wisan"
"86332","was","wisan"
"86333","mis","ik"
"86334","gawaurki","gawaurki"
"86335","gawaurki","gawaurki"
"86336","şatuh","sah"
"86337","şatuh","sah"
"86338","rahnida","rahnjan"
"86339","rahnida","rahnjan"
"86340","rahnida","rahnjan"
"86341","rahnida","rahnjan"
"86342","rahnida","rahnjan"
"86343","rahnida","rahnjan"
"86344","rahnida","rahnjan"
"86345","in","in"
"86346","Xristaus","Xristus"
"86347","sleişa","sleişa"
"86348","sleişa","sleişa"
"86349","wisan","wisan"
"86350","wisan","wisan"
"86351","wisan","wisan"
"86352","wisan","wisan"
"86353","wisan","wisan"
"86354","wisan","wisan"
"86355","wisan","wisan"
"86356","aşşan","aşşan"
"86357","sweşauh","sweşauh"
"86358","all","alls"
"86359","all","alls"
"86360","domja","domjan"
"86361","sleişa","sleişa"
"86362","sleişa","sleişa"
"86363","wisan","wisan"
"86364","wisan","wisan"
"86365","wisan","wisan"
"86366","wisan","wisan"
"86367","wisan","wisan"
"86368","wisan","wisan"
"86369","wisan","wisan"
"86370","in","in"
"86371","ufarassaus","ufarassus"
"86372","kunşjis","kunşi"
"86373","Xristaus","Xristus"
"86374","Iesuis","Iesus"
"86375","fraujins","frauja"
"86376","meinis","meins"
"86377","meinis","meins"
"86378","in","in"
"86379","şizei","saei"
"86380","şizei","saei"
"86381","allamma","alls"
"86382","allamma","alls"
"86383","gasleişişs","ga-sleişjan"
"86384","im","wisan"
"86385","jah","jah"
"86386","domja","domjan"
"86387","smarnos","smarna"
"86388","smarnos","smarna"
"86389","smarnos","smarna"
"86390","wisan","wisan"
"86391","wisan","wisan"
"86392","wisan","wisan"
"86393","wisan","wisan"
"86394","wisan","wisan"
"86395","wisan","wisan"
"86396","wisan","wisan"
"86397","allata","alls"
"86398","allata","alls"
"86399","ei","ei"
"86400","Xristau","Xristus"
"86401","du","du"
"86402","du","du"
"86403","du","du"
"86404","gawaurkja","ga-waurkjan"
"86405","gawaurkja","gawaurki"
"86406","gawaurkja","gawaurki"
"86407","gawaurkja","gawaurki"
"86408","habau","haban"
"86409","aşşan","aşşan"
"86410","sweşauh","sweşauh"
"86411","all","alls"
"86412","all","alls"
"86413","domja","domjan"
"86414","sleişa","sleişa"
"86415","sleişa","sleişa"
"86416","wisan","wisan"
"86417","wisan","wisan"
"86418","wisan","wisan"
"86419","wisan","wisan"
"86420","wisan","wisan"
"86421","wisan","wisan"
"86422","wisan","wisan"
"86423","in","in"
"86424","ufarassaus","ufarassus"
"86425","kunşjis","kunşi"
"86426","Iesuis","Iesus"
"86427","Xristaus","Xristus"
"86428","fraujins","frauja"
"86429","meinis","meins"
"86430","meinis","meins"
"86431","in","in"
"86432","şizei","saei"
"86433","şizei","saei"
"86434","allamma","alls"
"86435","allamma","alls"
"86436","gasleişişs","ga-sleişjan"
"86437","im","wisan"
"86438","jah","jah"
"86439","domja","domjan"
"86440","smarnos","smarna"
"86441","smarnos","smarna"
"86442","smarnos","smarna"
"86443","wisan","wisan"
"86444","wisan","wisan"
"86445","wisan","wisan"
"86446","wisan","wisan"
"86447","wisan","wisan"
"86448","wisan","wisan"
"86449","wisan","wisan"
"86450","allata","alls"
"86451","allata","alls"
"86452","ei","ei"
"86453","Xristau","Xristus"
"86454","du","du"
"86455","du","du"
"86456","du","du"
"86457","gawaurkja","gawaurki"
"86458","gawaurkja","gawaurki"
"86459","gawaurkja","ga-waurkjan"
"86460","gawaurkja","gawaurki"
"86461","habau","haban"
"86462","jah","jah"
"86463","bigitaidau","bi-gitan"
"86464","bigitaidau","bi-gitan"
"86465","in","in"
"86466","imma","is"
"86467","imma","is"
"86468","ni","ni"
"86469","habands","haban"
"86470","meina","ik"
"86471","meina","meins"
"86472","meina","meins"
"86473","meina","meins"
"86474","meina","meins"
"86475","garaihtein","garaihtei"
"86476","garaihtein","garaihtei"
"86477","garaihtein","garaihteins"
"86478","şo","sa"
"86479","şo","sa"
"86480","şo","sa"
"86481","us","us"
"86482","witoda","witoş"
"86483","witoda","witoş"
"86484","witoda","witoş"
"86485","akei","akei"
"86486","şo","sa"
"86487","şo","sa"
"86488","şo","sa"
"86489","şairh","şairh"
"86490","galaubein","galaubeins"
"86491","galaubein","galaubeins"
"86492","galaubein","galaubeins"
"86493","Xristaus","Xristus"
"86494","Iesuis","Iesus"
"86495","sei","izei"
"86496","us","us"
"86497","guda","guş"
"86498","guda","guş"
"86499","guda","guş"
"86500","ist","wisan"
"86501","garaihtei","garaihtjan"
"86502","garaihtei","garaihtei"
"86503","ana","ana"
"86504","ana","ana"
"86505","galaubeinai","galaubeins"
"86506","galaubeinai","galaubeins"
"86507","galaubeinai","galaubeins"
"86508","jah","jah"
"86509","bigitaidau","bi-gitan"
"86510","bigitaidau","bi-gitan"
"86511","in","in"
"86512","imma","is"
"86513","imma","is"
"86514","ni","ni"
"86515","habands","haban"
"86516","meina","meins"
"86517","meina","meins"
"86518","meina","meins"
"86519","meina","ik"
"86520","meina","meins"
"86521","garaihtein","garaihtei"
"86522","garaihtein","garaihteins"
"86523","garaihtein","garaihtei"
"86524","şo","sa"
"86525","şo","sa"
"86526","şo","sa"
"86527","us","us"
"86528","witoda","witoş"
"86529","witoda","witoş"
"86530","witoda","witoş"
"86531","ak","ak"
"86532","şairh","şairh"
"86533","galaubein","galaubeins"
"86534","galaubein","galaubeins"
"86535","galaubein","galaubeins"
"86536","Iesuis","Iesus"
"86537","Xristaus","Xristus"
"86538","sei","izei"
"86539","us","us"
"86540","guda","guş"
"86541","guda","guş"
"86542","guda","guş"
"86543","ist","wisan"
"86544","garaihtei","garaihtei"
"86545","garaihtei","garaihtjan"
"86546","ana","ana"
"86547","ana","ana"
"86548","galaubeinai","galaubeins"
"86549","galaubeinai","galaubeins"
"86550","galaubeinai","galaubeins"
"86551","du","du"
"86552","du","du"
"86553","du","du"
"86554","kunnan","kunnan"
"86555","kunnan","-kunnan"
"86556","ina","is"
"86557","jah","jah"
"86558","maht","magan"
"86559","maht","magan"
"86560","maht","mahts"
"86561","usstassais","usstass"
"86562","is","is"
"86563","is","is"
"86564","is","is"
"86565","is","wisan"
"86566","jah","jah"
"86567","gamainduş","gamainduşs"
"86568","şulaine","şulains"
"86569","is","wisan"
"86570","is","is"
"86571","is","is"
"86572","is","is"
"86573","mişkaurişs","miş-kaurjan"
"86574","was","wisan"
"86575","was","wisan"
"86576","was","wisan"
"86577","was","wisan"
"86578","was","wisan"
"86579","was","wisan"
"86580","dauşau","dauşus"
"86581","dauşau","dauşus"
"86582","dauşau","dauşus"
"86583","is","is"
"86584","is","is"
"86585","is","wisan"
"86586","is","is"
"86587","du","du"
"86588","du","du"
"86589","du","du"
"86590","kunnan","kunnan"
"86591","kunnan","-kunnan"
"86592","ina","is"
"86593","jah","jah"
"86594","maht","magan"
"86595","maht","mahts"
"86596","maht","magan"
"86597","usstassais","usstass"
"86598","is","wisan"
"86599","is","is"
"86600","is","is"
"86601","is","is"
"86602","jah","jah"
"86603","gamainduş","gamainduşs"
"86604","şulaine","şulains"
"86605","is","is"
"86606","is","wisan"
"86607","is","is"
"86608","is","is"
"86609","mişkaurişs","miş-kaurjan"
"86610","was","wisan"
"86611","was","wisan"
"86612","was","wisan"
"86613","was","wisan"
"86614","was","wisan"
"86615","was","wisan"
"86616","dauşau","dauşus"
"86617","dauşau","dauşus"
"86618","dauşau","dauşus"
"86619","is","wisan"
"86620","is","is"
"86621","is","is"
"86622","is","is"
"86623","ei","ei"
"86624","<U+0195>aiwa","<U+0195>aiwa"
"86625","gaqimau","ga-qiman"
"86626","in","in"
"86627","usstassai","usstass"
"86628","us","us"
"86629","dauşaim","dauşs"
"86630","dauşaim","dauşs"
"86631","dauşaim","dauşs"
"86632","ei","ei"
"86633","<U+0195>aiwa","<U+0195>aiwa"
"86634","gaqimau","ga-qiman"
"86635","in","in"
"86636","usstassai","usstass"
"86637","us","us"
"86638","dauşaim","dauşs"
"86639","dauşaim","dauşs"
"86640","dauşaim","dauşs"
"86641","ni","ni"
"86642","şatei","saei"
"86643","şatei","şatei"
"86644","şatei","saei"
"86645","ju","ju"
"86646","andnemjau","and-niman"
"86647","aişşau","aişşau"
"86648","ju","ju"
"86649","garaihts","garaihts"
"86650","gadomişs","ga-domjan"
"86651","sijau","wisan"
"86652","aşşan","aşşan"
"86653","afargagga","afar-gaggan"
"86654","ei","ei"
"86655","gafahau","ga-fahan"
"86656","in","in"
"86657","şammei","saei"
"86658","şammei","saei"
"86659","gafahans","ga-fahan"
"86660","warş","wairşan"
"86661","warş","wairşan"
"86662","fram","fram"
"86663","fram","fram"
"86664","Xristau","Xristus"
"86665","ni","ni"
"86666","şatei","saei"
"86667","şatei","saei"
"86668","şatei","şatei"
"86669","ju","ju"
"86670","andnemjau","and-niman"
"86671","aişşau","aişşau"
"86672","ju","ju"
"86673","garaihts","garaihts"
"86674","gadomişs","ga-domjan"
"86675","sijau","wisan"
"86676","aşşan","aşşan"
"86677","ik","ik"
"86678","afargagga","afar-gaggan"
"86679","ei","ei"
"86680","gafahau","ga-fahan"
"86681","in","in"
"86682","şammei","saei"
"86683","şammei","saei"
"86684","gafahans","ga-fahan"
"86685","warş","wairşan"
"86686","warş","wairşan"
"86687","fram","fram"
"86688","fram","fram"
"86689","Xristau","Xristus"
"86690","broşrjus","broşar"
"86691","ik","ik"
"86692","mik","ik"
"86693","silban","silba"
"86694","ni","ni"
"86695","nauh","nauh"
"86696","man","munan"
"86697","man","munan"
"86698","gafahan","ga-fahan"
"86699","gafahan","ga-fahan"
"86700","gafahan","ga-fahan"
"86701","broşrjus","broşar"
"86702","ik","ik"
"86703","mik","ik"
"86704","silban","silba"
"86705","ni","ni"
"86706","nauh","nauh"
"86707","man","munan"
"86708","man","munan"
"86709","gafahan","ga-fahan"
"86710","gafahan","ga-fahan"
"86711","gafahan","ga-fahan"
"86712","aşşan","aşşan"
"86713","ain","ains"
"86714","ain","ains"
"86715","sweşauh","sweşauh"
"86716","şaim","sa"
"86717","şaim","sa"
"86718","şaim","sa"
"86719","aftra","aftra"
"86720","ufarmunnonds","ufar-munnon"
"86721","iş","iş"
"86722","du","du"
"86723","du","du"
"86724","du","du"
"86725","şaim","sa"
"86726","şaim","sa"
"86727","şaim","sa"
"86728","şoei","saei"
"86729","şoei","saei"
"86730","şoei","saei"
"86731","faura","faura"
"86732","faura","faura"
"86733","sind","wisan"
"86734","mik","ik"
"86735","ufşanjands","uf-şanjan"
"86736","bi","bi"
"86737","mundrein","mundrei"
"86738","mundrein","mundrei"
"86739","afargagga","afar-gaggan"
"86740","afar","afar"
"86741","afar","afar"
"86742","sigislauna","sigislaun"
"86743","sigislauna","sigislaun"
"86744","sigislauna","sigislaun"
"86745","şizos","sa"
"86746","iupa","iupa"
"86747","laşonais","laşons"
"86748","gudis","guş"
"86749","in","in"
"86750","Xristau","Xristus"
"86751","Iesu","Iesus"
"86752","Iesu","Iesus"
"86753","Iesu","Iesus"
"86754","aşşan","aşşan"
"86755","ain","ains"
"86756","ain","ains"
"86757","sweşauh","sweşauh"
"86758","şaim","sa"
"86759","şaim","sa"
"86760","şaim","sa"
"86761","afta","afta"
"86762","ufarmunnonds","ufar-munnon"
"86763","iş","iş"
"86764","du","du"
"86765","du","du"
"86766","du","du"
"86767","şaim","sa"
"86768","şaim","sa"
"86769","şaim","sa"
"86770","şoei","saei"
"86771","şoei","saei"
"86772","şoei","saei"
"86773","faura","faura"
"86774","faura","faura"
"86775","sind","wisan"
"86776","mik","ik"
"86777","ufşanjands","uf-şanjan"
"86778","bi","bi"
"86779","mundrein","mundrei"
"86780","mundrein","mundrei"
"86781","afargagga","afar-gaggan"
"86782","afar","afar"
"86783","afar","afar"
"86784","sigislauna","sigislaun"
"86785","sigislauna","sigislaun"
"86786","sigislauna","sigislaun"
"86787","şizos","sa"
"86788","iupa","iupa"
"86789","laşonais","laşons"
"86790","gudis","guş"
"86791","in","in"
"86792","Xristau","Xristus"
"86793","Iesu","Iesus"
"86794","Iesu","Iesus"
"86795","Iesu","Iesus"
"86796","swa","swa"
"86797","managai","manags"
"86798","managai","manags"
